	genre	lyrics
146199	Electronic	"oooo, shubeduwa, i love rapping,
rapping is great!
Join my song, its so great,
you dont want to miss it"
350371	Rock	"I oughta be workin' but I can't concentrate
I oughta be sleepin' insteada' stayin' up late
When I oughta be doing all the things I should do
I think about you
I oughta be writin' but I can't find the song
Just sittin' here driftin', driftin' along
There's only one thing that I wanna do
And that's think about you
I think about you, I can't get no rest
I think about you, there ain't no one else
It's all I can do, I can't help myself
Yeah, I think about you
I could go cruisin' but I've had enough
Yeah, I could go drinkin' but I can't stand the stuff
It just don't do me like it used to do
I'd rather think about you
I think about you, I can't get no rest
I think about you, there ain't no one else
It's all I can do, I can't help myself
Yeah, I think about you
Yeah, c'mon Keith
I think about you, I can't get no rest
I think about you, there ain't no one else
It's all I can do, I can't help myself
Yeah, I think about you
I think about you, I can't get no rest
I think about you, there ain't no one else
Yeah, it's all I can do, I can't help myself
Mmm, I think about you
C'mon
I think about you"
221480	Hip-Hop	"Boy I think about it every night, and day
I'm addicted, wanna jam inside your love
I wouldn't wanna have it any other way
I'm addicted, and I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough
Honey got her sexy on steamin'
She give my hot mess a new meanin'
Perfection, mam you gleamin'
Inception, you got a brother dreamin', dreamin'
Damn baby I'm feigning
I'm tryina holla at you I'm screamin'
Let me love you down this evenin'
Lovie lovie yeah you know you are my demon
Girl we are can form a team an'
I could be the King, you could be the Queen an'
My mind's dirty and it don't need cleanin'
I love you long time so you know the meanin'
Oh baby I can't come down, so please come help me out
You got me feelin' high and I can't step off the cloud
And I just can't get enough
Boy I think about it every night, and day
I'm addicted, wanna jam inside your love
I wouldn't wanna have it any other way
I'm addicted, and I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough
I just can't get enough
Honey got me runnin' like I'm Flo Jo
Signed her name on my heart with an XO
Love so sweet got me vexed though
I wanna wish it right back like Presto, yes
Meantime I wait for the next time
She come around for a toast to the best time
We are well back and forth on the text line
She got me fishin' for her love, I confess I'm
Somethin 'bout her smile and a convo
Got me high and I ain't comin down yo
My heart's pumpin' out louder than electro
She got me feelin' like MR. ROBOTO
Oh baby I can't come down, so please come help me out
You got me feelin' high and I can't step off the cloud
And I just can't get enough
Boy I think about it every night, and day
I'm addicted, wanna jam inside your love
I wouldn't wanna have it any other way
I'm addicted, and I just can't get enough
""This has been a switch up""
Switchup!
Switchup!
I, just, can't (switchup)
Locked, sunk in your bed-rock
Heart, pumpin your love-shot
Knocked, out by your cold-shot
I'm, stuck in your head-lock (switchup)
Can't-can't stop-stop won't-won't quit-quit
Makin me f-f-f-f-f-fien, give it to me
I want it all-all, you know what I mean
Your love is a dose of ecstasy (switchup)
Addicted, I can't get, away from, you
Afflicted, I need it, I miss it (switchup)
I want your love right next to me
And I can't erase you out of my memory
I just can't (switchup)"
183229	Hip-Hop	"Yeah, I'm just a hustler on the go
Out here get my propers don't ya know
I'm livin' kind of comfortable, large mail and all yeah
And a jealous motherfucker would love to see me fall
Like that, that
When we sell this load
We'll have twice what we started with
Yeah it's that old mackin' fast
Old school gangsta style, smokin' dank
Cognac lounge beat, cognac lounge beat
Motherfucker, cognac lounge beat
M-motherfucker, cognac lounge beat
Yeah it's that old mackin' fast
Old school gangsta style, smokin' dank
Cognac lounge beat, Mr. Flamboyant
Motherfucker, M-Mr. Flamboyant
Yes motherfucker
As a youngster I never knew nothin'
Just an inobedient child in the neighborhood
You know the one the police was always chasin'
Straight down and dirty for my props
Eleven years old, extra-manish, hard-headed sellin' rocks
I killed an old wack motherfucker, no one ever bigger than me
Prettiest thing I ever seen, a 1979 air fifteen
Clean, fully automatic and the whole killer kit
It's cops be walkin' up and down the street
Folks be pointin' they fingers sayin' ""Partner gotta grip""
Basically what I was doin' was protectin' my people
My million dollar spots, it was my duty
Got paid to guard the whole motherfuckin' block
Try to catch me if you can, now that I'm a grown man
The mail I got stashed away, people will never know
Mr. Flamboyant
I came in here on business
I-I-I came in here on business
It could work out pretty good
It could work out pretty good
Yeah pertainin' to this bein' a dog ass world and all
A brother need some kind of occupation to make his mail stand tall
Whether it's slangin' em' or whatever ya do man
Just make sure you true to the game
Still in the game everything pretty much the same
Tryin' to reach a certain goal
But I gotta dish that during metro
Alcohol and tobacco and Bureau, Feds and the DEA
Just to run up on me when I'm off that there grandma yay
Well what if they block and slap yo ass in the truck
Partner, if this was a fifth all of us would be drunk
Don't even like rockin' bleach
Trippin' on petty crunk shit like that
What is he sayin' brother
He might be talkin' bout how it's to the back
Me and my pussy was comin' around the corner on these shoes
I mean wheels, yeah in this 76 Cutlass Oldsmobile
Turnin' 360's like he was an Alaskan mobile
Sittin' on gold ones hot flamin' didn't really know the deal
I said ""What's the fuck wrong with you, you crazy motherfucker""
Partner back there tried to mean mug me
And turn me like I was a sucker
So slow ya lil' ass down on this side of town
Before you find yourself either melted or beat down
Like that and that's on the goose my brother
Because now days a dollar comes harder than a motherfucker
So if you out in that world don't get caught or be slippin'
Cause today's society ain't trippin'
Yeah
There's a fortune in this business
There's a-there's a fortune in this business
Mr. Flamboyant yeah that just might be yo name
The center of attention, money, fame
Fuckin' with just rain or crazed insane
Leader of the squad, much younger than gangs
See he rolls the whole unit in a big simple pipe
Foams stirs let it settle and then make it light
Lookin' like rats, real swing when his bottles mail
Spark off a hill, five hundred grams
Pertainin' to the triple beam scale
Solid as rock, white white white
A-1 peep pistol plan
Nothin' with scandalous ass cakin' baking soda
Whether you know it or not here's a dog scale
You gotta watch ya back or player will
Way to many brothers get took for large sums but me
You can't be frail and don't be light with ya narrow ass
Gain ya weight
Drink beer by the case, it's not too late
Become a savage, get smoked once what ya want to establish
One hitter quitters, the ho get down run up on me now
Ooh E why you come at em' like that man
You know they can't understand that shit
When you doin' about a buck fifty man
But now put that shit oin perspective for em' though
Man check this out my side hog
Due to the fact that I am at liberty
To release such valuable information towards the public
Ya know what I'm sayin'
Every one of my last side hogs been hollerin' at me
Demandin' that I define the definition of Mr. Flamboyant
Pertainin' to me havin' inherited
The gift to spit so I had to like let loose
Like that, well ya know the shit is good listenin' man
But now I want you to go back
To the tune you was doin' earlier in that song
You know that lil' tune ya was doin'
Oh yeah
You mean this right here
Yeah, I'm just a hustler on the go
Out here get my propers don't ya know
I'm livin' kind of comfortable, large mail and all yeah
And a lot of jealous motherfucker would love to see me fall
Like that, that
In Vallejo, California Mr. Flamboyant
In Oakland, Mr. Flamboyant
South Central, San Francisco Flamboyant, Frisco
North Richmond, Flamboyant
East Palliato, Sacramento
Stockton, Pittsburgh, Reno
Seattle, Washington L.A.
Bear with me if I slither I'm kind of twisted off Tanqueray
Never mind that to the East Coast we go
Chi-Town Chicago the land of the snow
NYC New York, The Big Apple
Every town is down, folks be comin' up short
Detroit, Michigan and Philly
Boise, Idaho now Billings
Homeside State, D.C.
Flamboyance don't care what it be costin' in Boston
All around the city of Atlanta, Georgia
The 2 Live State, Miami, Florida
Ya don't want to mess with Texas
Buffalo, Memphis or Kansas
Boyance can be found in Alabama
New Orleans, Louisiana
I just got a page from The Click
Game tight, I gotta get
Yeah hustler, yeah hustler
Yeah hustler, why-yeah hustler
Yeah hustler, yeah hustler
Yeah hustler, why-yeah hustler
Yeah hustler, yeah hustler
Yeah hustler, why-yeah hustler
Hustler, h-hustler"
227352	Hip-Hop	"[Intro: Ghostface Killah]
Holy Jesus, I gotta drop all these toys off
Mrs. Claus, Mrs. Claus, bring me my robe & my slippers
I gotta go!
[Ghostface Killah]
Smell the pinetrees in the air, sleigh bells are ringing
Toy stores are out of control, and kids singing
That night before Christmas, dashing through the snow
Rudolph the Reindeer, red nose that glow
It's all about the candycanes and Christmas list
North Pole and that chubby jolly old Saint Nick
The little elves getting busy, in Santa workshop
And how gingerbread men keep they buttons on top
Wooden soldiers and chestnuts, rosting like marshmellows
Goodfellas, chocolate pudding pops and Jell-O's
It's the gift, the cookies and milk on the mantle
The mistletoe, that scent from that peppermint candles
That warm French vanilla, mean coat with zippers
Bareskin robe dragon with Versace slippers
Around the fireplace we breathe, shirts are short sleave
We stayin' up all night on Christmas Eve
[Chorus: Shawn Wigs]
It's the season for sharing, season of the gift
Season for snow, it's December 25th
That time of the year, we dress like Saint Nick
Stirring whipcream into that hot cup of Quick
It's the season for sharing, season of the gift
Season for snow, it's December 25th
That time of the year, we suprise all the kids
Buy gifts for your loved ones and diamonds for ya wiz
[Ghostface Killah]
I see snowmen, snowflakes, cinnamon cakes
Sisters and brothers, sliding down garbage can covers
Snowball fights, eggnog splashed with Hennessey
Bet Christmas is Christmas from New York to Tennessee
The Kris Kringles, the Jingling Babies
All them late nights wrapping gifts, driving you crazy
And Jack Frost is outside, freezing it up
Got the hood and the goose just to loosen you up
And all the homes is all lit with some many lights
See the trees through the windows, glittered up at night
Gingerbread house, bumping that Jingle Bell Rock
And all them little bad kids get coal in they socks
[Hook: Ghostface Killah]
Ghost knows when you be sleeping
And Ghost knows when you are awake
And I know if you been bad or good
So be good for old Ghostface
[Chorus]
[Outro: Ghostface Killah]
Hahahaha, we made it, wish you all a Merry Christmas
And a Happy New Year, hahahaha
And to all a good night, good night to all
To Staten Island, hahah, nah, cut it, cut it off - son"
194485	Electronic	"You know, the art of making love is a serious thing
And when you find someone that do it right to you
And you do it right to them
And ya'll get that connection
It ain't nothing like that in the world
It's just like you and me baby
Listen
I don't never wanna lose this feeling
Can't ya see my body needs some healing
I'll be a good girl
I'll make you my world
I just want your fingerprints on me
Ain't nobody else who can own me
Taaaaake it I'm yours
I don't want another
Hope dat you don't give another girl none of this
Ain't no other feeling in the world like this
When we making making making making love baby (when we making love)
Making making making love baby
The way that you hold me, the way that you kiss me (the way that you hold me)
The way you talk to me drives me crazy
When we making making making making love baby (when we making love baby)
Making making making love baby
Listen
I ain't never known this kind of love
That makes me feel higher than a dove
I love you
Must be alien
Cause I'm on another planet
Everything seems so clear
Boy whenever you are near
Seconds til lifetimes
When you're by my side
Hope dat you don't give another girl none of this
Ain't no other feeling in the world like this
When we making making making making love baby (when we making love baby, eh)
Making making making love baby
The way that you hold me, the way that you kiss me (the way that you hold me)
The way you talk to me, drives me crazy
When we making making making making love baby (when we making love)
Making making making love baby
Cause all I wanna do is be near you won't let you go
I'd swim an ocean just get to you
Baby that's the truth
And I will never be threaten by another chick
You won't be forgetting this
When I'm done with you
And baby that's the truth
I want you to know
(I need you baby)
Down on my knees
(I need you baby)
Don't you ever leave
(I need you baby)
I don't wanna beg but
(I need you baby)
I will if I have to
(I need you baby)
Oooooooh
(I need you baby)
Baby I need you
(I need you baby)
I'm telling you the truth
(I need you baby)
Hope dat you don't give another girl none of this
Ain't no other feeling in the world like this
When we making making making making love baby
Making making making love baby
The way that you hold me, the way that you kiss me
The way you talk to me, drives me crazy
When we making making making making love baby
Making making making love baby"
107675	Rock	"Qu triste se nos fue la vida
Atras del cielo nos miran llorar
Fumando lunas a escondidas
Revoloteando entre viejas paredes
Qu triste se nos fue la vida
La lluvia acida mojaba octubre
Y de rodillas vuelan lamentos
De algunos buitres de algunos cerdos
Avientame
Avientame hasta donde quieras
Y luego ven a mirar como revivo
Avientame
Avientame hasta donde quieras
Y luego ven a mirar como no muero
Como aguanto
Qu tristes senos tiene carmela
El silicon le ha roto el corazn
Y ahora llora como ernesto
Que se ha castrado por falta de amor
Avientame
Avientame hasta donde quieras
Y luego ven a mirar como revivo
Avientame
Avientame hasta donde quieras
Y luego ven a mirar como no muero
Como aguanto"
152410	Pop	"Spring was never waiting for us 'til it ran one step ahead
As we followed in the dance
MacArthur's park is melting in the dark
All the sweet green icing flowing down
Someone left the cake out in the rain
I don't think that I can take it 'cause it took so long to bake it
And I'll never have that recipe again, oh, no
I recall the yellow cotton dress foaming like a wave
On the ground beneath your knees
Birds like tender babies in your hands
And the old men playing Chinese checkers by the trees
MacArthur's park is melting in the dark
All the sweet green icing flowing down
Someone left the cake out in the rain
I don't think that I can take it 'cause it took so long to bake it
And I'll never have that recipe again, oh, no"
234704	Rock	"I barely lived today
It isn't fair
I barely live the day to the night
I lost my hope today
It isn't fair
That I don't live or die
I walk alone at night
My worried mind
Will kill me if I think very long
But I feel this world
In final evil days
I guess that God wasn't wrong
I can feel the worldspinning
I can feel that something's going wrong
I can feel the worldspinning
And I'm afraid it won't be very long
I'm the devil's prey
And I can see
The devil has his way with a man
The end is gonna be bad bad bad
I've gotta quit while I can
Winter turned too cold
The summer burned
And the country died
The people didn't care
Just as long
As their TV's worked alright
I can live, I can choose,
I get naked with the muse
I can change, I can fly, I can reach a natural high
I get marked, I can jam, I can try to give a damn
I can play, I can lay on a system in decay
I get cool, I could show you but it probably doesn't matter"
295962	Pop	"Hey driver, where we're going?
I swear my nerves are showing
Set your hopes up way too high
The living's in the way we die
Comes the morning and the headlights fade away
Hundred thousand people, I'm the one they blame
I've been waiting long for one of us to say
Save the darkness, let it never fade away
Ah, ah, the living daylights
Ah, ah, the living daylights
All right, hold on tight now
It's down, down to the wire
Set your hopes way too high
The living's in the way we die
Comes the morning and the headlights fade away
Hundred thousand changes, everything's the same
I've been waiting long for one of us to say
Save the darkness, let it never fade away
Ah, ah, the living daylights
Ah, ah, the living daylights
Ah, ah, the living daylights
Comes the morning and the headlights fade away
Hundred thousand people, I'm the one they frame
Ah, ah, the living daylights
Ah, ah, the living daylights
Ah, ah, the living daylights
Set your hopes up way too high
The living's in the way we die"
89292	Pop	"Standing on ceremony. Waiting for life to begin
I ain't looking for nothing necessarily,
Then in you sauntered in.
You were too cool, too suave.
The way you handled your guitar.
When you started to play,
You nearly stole my heart away.
You can't stop fate stepping in.
You can try, but you'll give in.
When you finished playing, ooh you caught my eye.
I don't usually get so humble, I don't usually get so shy.
But when you asked my name. I felt the deepest shame.
If you could read my mind, oh, you'd see my crime.
You can't stop fate stepping in.
You can try, but you'll give in.
You can't choose. You can't lose.
You can't hide. You can't decide.
You can't run, You can't shun.
You can't escape, destiny of fate.
You can't stop fate stepping in.
You can try, but you'll give in"
113405	Metal	"I'm calling you to me
Hear my words in yout mind
Hear me speak without tunes
From the endless worlds of fire
I have found you
I'm now the tormentor of your soul
Wherever you may hide
I will turn light for you to darkness
Ancient spirits
Created by evil
Follow my voice
I can see destruction from a different side now
When the demons have drowned my mind
You can't hide in the darkness
If you don't belong to it"
321074	Rock	"I stand next to an empty grave
Where my friends will lay
I'll put their bodies down
Into their resting place.
Got a purple heart
For a wound and scar
They just send letters home
That broke the families apart.
The paulbearers burden
As heavy as my hearts hurting.
All the pain and guilt
My head is pondering.
Why them and not me?
Why them and not me?
Why?
Did you ever hear that coffin sound?
Means another poor boy is in the ground.
Have you ever heard them church bells toll?
Means another poor boy is dead and gone.
Have you ever heard that coffin sound?
Means another poor boy is in the ground.
The preachers preach, only folded flags
And the mothers mourn, holding folded flags.
Just caskets and folded flags.
Just caskets and folded flags.
No hope, just folded flags.
No hope, just folded flags.
No hope
No hope
No hope
No hope"
207398	Rock	"She Walked In From The Pourin' Rain And I Really Wanna Know Her Name, Shes, No Ordinary, See I'm Starting To Question Myself, She Looks So Fine She Blows My Mind, Maybe You Can Spend Some Time
The First Time I Saw Your Face I Knew You Was Meant For Me We Was Meant For Each Other Like Remotes And Tv , So I Had To Approach You And Then Drop A Little Speach When You Replied Back Your Voice Sounded So Sweet, Two Hours Gone By And I'm Standin' In The Same Place Still Talkin' For Ages And I Says Alright Babes Oh I Gotta Go Now And You Turn And Smile Said You Gimme A Dial , Its Bin Six Monts Down The Line We Were Together Everythins Fine , Then I Play The Fool Inside , You Introduce Me To Your So Called Best Friend And Behind Your Back Shes Tryin' To Fuck Your Boyfriend So I'm Thinkin' 'ere Tryin' To Make Amends , All These Troubles And Problems Fillin' Up In My Head And I Ain't Got Time For He Said She Said So I Said That I'm Sorry Babes Please Forgive Me and if you don't you shouldn't feel no way Cause I Know I Messed Up And I'm The One To Blame , Yeh , Gimme A Chance To Change My Ways Thinkin' 'bout The Next Stage And Theres No Goin' Back To The Old Days
She Walked In From The Pourin' Rain And I Really Wanna Know Her Name(Whats Her Name?) Shes, No Ordinary(No Ordinary), See I'm Starting To Question Myself, She Looks So Fine She Blows My Mind, Maybe You Can Spend Some Time
Yeh Listen, Yo My Come Has Got Me Feelin' So Low Sittin' In My Yard By The Phone I'm Waitin' For You To Call , Ive Gave You Pure Missed Calls You Still Aint Ring Back , I Know I Messed Up Girl And Now You Got Me Feelin' Bad , What Was I Meant to do you know its part of life she was comin' on to me i didn't really think twice now im thinkin' twice your face goin' threw my mind i wish i could just turn back the hands of time you know we live to die so why im goin' im wantin' you by my side with your beautiful smile and light brown shiny eyes
the best thing was your personality inside you made the dark turn bright
late nights you used to ring my phone
tellin me your alone and i should come to your home
you got very close it was like your more than my girl
and if we get back together
i promise our love will never fail
She Walked In From The Pourin' Rain And I Really Wanna Know Her Name, Shes, No Ordinary, See I'm Starting To Question Myself, She Looks So Fine She Blows My Mind, Maybe You Can Spend Some Time
Queen shady babes please don't blame it on her because your weak there aint no goin' back you damn proved your a cheat now i can picture us in love at the altar saw you as my hubby with a son an a daughter and your right i ain't got time for the old days our loves already failed my heart aches i don't wanna stay what we has was great and certainly you had me fooled you weren't only my man you was my soul mate do me a favor stop callin' all hours of the mornin' and if you really cared you would stop haunting
and now your ready to talk
so take a walk so stop sendin' me gifts I've had enough i cant be brought what do you know about low
my hearts broke
try take me for a joke
and you gave me false hopes
listen
i cant be with you
we cant be together
shoulda thought twice
at the right time
you aint clever
She Walked In From The Pourin' Rain And I Really Wanna Know Her Name, Shes, No Ordinary, See I'm Starting To Question Myself, She Looks So Fine She Blows My Mind, Maybe You Can Spend Some Time"
210846	Pop	"you sold me, sold me down the river
you sold me, sold me down the river
when you told me, you make no (?) sugar
you sold me, sold me down the river
i'm floating, i'm just here, i'm floating, i'm floating
floating down the river
you sold me, sold me down the river
you sold me, sold me down the river
when you told me, you make (no little bit of my sugar)
you sold me, sold me down the river
i'm floating, i'm just here, i'm floating, i'm floating
floating down the river"
240097	Rock	"This is the time when you need a friend
You just need someone near
I'm not looking forward to the night
I'll spend thinking of you when you're not here
How many times will I think about the things
I'd like to do
Always denied the right to live my life the way I want
I want to share it with you
Close your eyes
I want to ride the skies in my sweet dreams
Close your eyes
I want to see you tonight in my sweet dreams
I'll think of your kiss as the days roll by
And I'll write the words you love
What I can't say in a letter
Will just have to wait till I get home
There's not much time to tell you
Half the things I should
Only that I'm so glad I fell in love with you
And I'd do it again if I could
Close your eyes
I want to ride the skies in my sweet dreams
Close your eyes
I want to see you tonight in my sweet dreams
Sleep like a child resting deep
You don't know what you give me I keep
For these moments alone"
289914	Rock	"Intro:
I was always one for curly hair
Made a mess of this whole love affair
Working hard you burn the midnight oil
Wear your hat is made of tin foil
Verse 1:
Turn up to your door
In the middle of the night
Singing oooooooh
Try and go on the run with no flash light
Singing oooooooh
Chorus:
She says that we're not in love
We're only dating
I say that I'm getting tired of the waiting
She says that we're not in love
It makes me sick
Verse 2:
Hit the window with a stone on your birthday
Saying ooooooooh
We laugh at the notes and all the word play
Saying ooooooooh
Chorus:
She says that we're not in love
We're only dating
I say that I'm getting tired of the waiting
She says that we're not in love
It makes me sick
Bridge:
Meditation
Just can't help me anymore
At the station
It's me you're looking for
Chorus:
She says that we're not in love
We're only dating
I say that I'm getting tired of the waiting
She says that we're not in love
It makes me sick
Outro:
I was always one for curly hair
Made a mess of this whole love affair
Working hard you burn the midnight oil
Wear your hat is made of tin foil"
86209	Rock	"Drinking a Familiar ale
As I listen to a tale
Of a friendship that was won and lost
A long time ago
Well I always got to roam, nowhere to call my home
Cause I've been here and I've been there
And I know that I just don't care
Cause it makes no sense to me all your fucking schemes
And all your hopes and dreams they got wasted at the seams
'Cause your life was just a stepping stone to me
And what you thought meant a lot ain't shit to me
Cause I'll put on a mask to perform a task
and see how long I can make it last
With a tear and a promise I would never leave
Guess I lost my friends there's no one left to depend on
All those things I said I'd be what's it all worth without your family
Cause now you're all alone you'll always have to roam
Driven from the pack, we had your back
Because we had the loyalty that you lacked
'Cause my life was just a stepping stone to you
And I've got news baby, you and I are through
And if you don't understand it, let me make it crystal clear
You'd better just get the fuck right out of here."
295195	Rock	"I was waiting
Watching every single move
On the wire I cling to
Had a feeling
Like a cold and empty room
There was nothing left to lose
And I know, I know you're waiting
I'll see you again if it's the last thing I can do
I know, I know it's all that's true
I was wasted
Without everything I knew
I was lost without a clue
I know, I know you're waiting
I'll see you again if it's the last thing I can do
I know, I know it's all that's true
Yeah! Yeah! Yeah! Yeah!
And I wandered so far, and it brought me back to you
And I screamed at the sky, and it turned from black to blue
And I know, I know you're waiting
I'll see you again if it's the last thing I can do
I know, I know it's all that's true, that's true, that's true!
That's true! That's true! That's true!
That's true! That's true! That's true!
Now I'm weightless
Staring out across the view
Over mountains, I can't move"
